index,Text,Type,pred
112454,Baño Prehispánico Una experiencia inolvidable algo único y inolvidable el  trato fue con los reyes  nuestra enhorabuena porque ha sido algo muy especial . Todo excelente.,Attractive,Hotel
182716,"Gran playa y pasar el rato Visitamos el Salón la zebra's en la playa durante un par de horas ya que nuestro hotel no tienen acceso a la playa y fue perfecto. Pedimos el ceviche, que era increíble y ojos rojos (clamato, lima y especias mezcladas con cerveza). El servicio estaba...bien, era difícil conseguir un camarero, pero estaba bastante lleno.Más",Restaurant,Attractive
6829,"Excelente servicio Le doy un 10 de 10 ya que proporcionan excelente atención, servicio son demasiado atentos y amables, comida muy rica ya que cuentan con una excelente chef lo recomiendo muchísimo fue una experiencia muy grata",Hotel,Restaurant
66757,Restaurante hermoso con empleados groseros. Hermosa locación!!! Lastima de los empleados que no quieren hacer su trabajo y te discriminan por ir con grupos grandes. No lo recomiendo en lo absoluto.,Restaurant,Hotel
84249,"Wowzza Por dónde empezar el registro fue rápido quizás 15 minutos de la villa en la que nos alojamos era perfecta para mis necesidades y una gran vista, buena ducha cómoda cama tamaño king y por supuesto la máquina de café. La sensación de caída a las olas de sueño era inestimable. El paseo a la playa y los jardines era agradable a lo largo de un camino de piedra con el mar de las olas a lo largo de que lado. Las instalaciones estaban muy limpias. La zona del buffet y bar era agradable caminar un poco junta con mesas a lo largo de la mar para disfrutar de la pintoresca belleza de la zona y olas romper en la playa mientras comes fue impresionante. La playa era bonita, más pequeña de lo normal, pero útil para aparcar su culo y lo suficiente para disfrutar del sol de México. Elija sus",Hotel,Attractive
189692,NO SE DEJEN ENGAÑAR Cuidado no se dejen engañar. Si no van al de la esquina y avanzan u. Poco más van a entrar una que es como una botsners. Solo venden cantaritosQUE ESTAN MUY ÁCIDOS Y CERVEZA. los platillos son pocos . Y pues no es lo que...Más,Restaurant,Attractive
91625,Fiesta loca Fiesta muuuuuy loca y divertida con gente de todo el mundo bailando y divirtiéndose a más no poder. Fabiola siempre alegre recomendandonos lo mejor,Restaurant,Attractive
170754,"Excelente lugar!! Fue una experiencia increíble, el lugar esta increíble y la atención de Matias y los chicos de primer nivel. Un club de playa único en isla mujeres!!!",Restaurant,Attractive
34579,"¡Haga el recorrido aquí, es informativo! No era un huésped de la propiedad, solo vine para hacer un recorrido por el hotel dada su relevancia histórica para Edward James y Las Pozas cercanas. El recorrido fue en español pero Luisa, la propietaria de la propiedad, me dio una amable traducción al inglés para que pudiera entender todo. Fue un recorrido corto pero informativo, perfecto para una visita espontánea para aprender más sobre la propiedad y ver algunas de las fotografías en la pared con los abuelos de Luisa y su amigo Edward James. También hay moldes de las esculturas de hormigón de Las Pozas que se exhiben en la sala de juegos, un buen toque que une el Jardín con la ciudad. Me complació mucho hacer este recorrido y conocer a Luisa, quien continúa la tradición de hospitalidad establecida por sus abuelos.",Hotel,Attractive
82067,"Capacitación de formador para formadores Hubo buen servicio hacia uno, y el espacio es excelente, es un buen espacio para llevar a cabo diferentes eventos, además de pasar tiempo con la familia, los espacios son adecuadas para cualquier evento, y para conocer las es visitar el espacio.",Hotel,Attractive
113954,"Excelente servicio, exquisita cocina, un maravilloso restaurante Tenía un maravilloso almuerzo con una exquisita comida. Gran personal. Lo recomiendo totalmente. Situada en el centro de San Cristóbal. Maravilloso hotel con habitaciones lindas y patios para descansar en la noche.Más",Restaurant,Hotel
9888,"Excelente!!! Si lo que buscas es un lugar con una playa increíble, comida rica y excelente fiesta en la noche esta es la opción, podría ir cada fin de semana!!!! si solo quieres fiesta esta permitida la entrada a todo el publico en las noches.",Hotel,Restaurant
24133,"Me encanto la experiencia Desde que llegamos nos recibieron muy amables, cada espacio tiene un detalle único. El servicio y la comida es excelente. Les recomiendo el pulpo y los cócteles.  El personal súper amable, Hermelindo y Dimas nos atendieron de maravilla.",Hotel,Restaurant
60285,"¡Dios mío! Este es el lugar para ir si lo que quieres es relajarte y rodear con la vista más hermosa! El ambiente aquí es chill super. Fuimos a la playa pública y a nosotros en un frente Pancho Villas, restaurante/haven sillón. La verdad: Es caro. Sin embargo, sentí que la experiencia mereció la pena totalmente. Buena música de fondo, cómodas sillas, sombra (o no) lo que prefiere/, camareros y camareras super bien dispuestos a aportar lo que quieras. . . A mi marido le gustó el cervezas victoria, me gustó los mojitos, las chicas me gustó el kiwi y mango zumos. Entre mojitos, que tenía agua de pepino (agua de pepino), que era deliciosa y refrescante. En resumen, increíble!",Attractive,Restaurant
93096,"Excelente comida restaurante Fresh No me he alojado en el hotel, pero yo comí en el restaurante, que era excelente. Pedí una hamburguesa simple y patatas fritas y probablemente eran los mejores que he probado en México. La hamburguesa no era un Patty comercial y las patatas fritas eran frescas y casera. Fue esperar un poco para conseguir la comida, pero valió la pena.",Hotel,Restaurant
169608,"Mejorar un poquito más disponibilidad de mesas durante el desayuno Todo muy bien, solo por el tema de mesas disponibles durante el desayuno. Ojalá pudieran tener más mesas, a lo mejor al rededor de la fuente, creo que de las 2 que ya tienen, pueden poner otras 2 o 3 más, así los que estamos esperando turno puede ser un poco más rápido.  Sobre todo los fines de semana, que asumo es cuendo más gente tiene el hotel.  Fuera de esto, toda la gente muy amable. Así sigan!!  Saludos!!",Hotel,Restaurant
55167,"Excelente ubicación y servicio de primera El personal con muy buena actitud , los alimentos con muy buen sabor, frescos y en tiempo y forma en general excelente todo gracias espero volver pronto",Restaurant,Hotel
147881,Lugar tranquilo para tomar una cerveza después de la playa Fuimos todos los días después de la playa al café Mogagua. Comimos unas cuantas veces aquí. Muy buenas ensaladas!! El personal era muy amable. Buena conexión Wi-fi también. Este lugar es tranquilo y agradable.,Restaurant,Attractive
12177,"Le paradis sur terre El equipo fue muy amable. Es real disfrutar de una estadía en el diamantK. El mar, que, de una copa, la playa, la ciudad de Tulum a 30 minutos si caminando o 5 minutos si toma un taxi. Thk para este momento! Un vrai paradis, se réveiller dans ce lieu magique est un très beau de recuerdos.",Hotel,Attractive
123318,"Bajo el nivel Hace unos meses cambió, la gerencia operativa, y en el afán de mejorar sus números, se nota,redujeron la calidad.Tanto en alimentos y bebidas,  atención al huésped (con menos personal).Sería  muy bueno recular la calidad anterior (falta la vista presente,  de los gerentes de las diferentes áreas)",Hotel,Restaurant
161052,"un cenote en el centro es un lugar lindo, que vale la pena visitar esta a pocas calles del centro y el costo no es muy caro.",Restaurant,Attractive
21406,"Comida en jardin, mas que exelente !! Excelente servicio de comida italiana al lado de la alberca, atendido por el Chef Claudio ( Italiano ) quien el mismo prepara todos los ingredientes enfrente de uno, si estas en algún régimen alimenticio, el mismo te asesora para una que degustes los exquisitos platillos sin culpa, sin duda alguna muy recomendado.",Hotel,Restaurant
176760,"Excelente lugar Un hermoso y acogedor lugar ampliamente recomendable para ir a relajarse y festejar una ocasión especial.  La calidad de los alimentos es muy buena, todo estuvo delicioso y muy buena atención. Sin duda regresare de nuevo ",Hotel,Restaurant
187812,"Excelente Excelente servicio, un lugar maravilloso y hermoso lleno de tranquilidad. Es el lugar perfecto para ir y alejarte de todo el estrés de la ciudad. Lo recomiendo ampliamente!!",Hotel,Restaurant
638,"Un gran descubrimiento con vistas a la playa y la costa Estábamos en un tour con superior Tours y una de nuestras paradas w2as en sayulita. La zona comercial estaba muy bien en esta ""Hippy pueblo de personajes y gran surf"" La comida era maravilloso y tuvimos la suerte de que llegamos a las 12:00 a...las 1:00 el lugar tenía una cola esperando fuera del hotel. Tienen comidas al aire libre en la playa o se puede cenar en el interior.
El único inconveniente fue la planta baja bano es no funcionaban así que nos enviaron arriba y nos encontramos una gran zona maravillosa que podría tener una boda pequeña. Más hermosas vistas..Más",Restaurant,Attractive
159904,"la mejor comida que tuvimos en México Hicimos un paseo en coche de hora a Todos Sandos,MX para Tequile amanecer. Fue la mejor comida que tuvimos en México. Pero, a la salida de la ciudad, aseguraos de pasar por el semáforo. Si no, el billete es de $100.00 en dinero americano. El...semáforo es difícil ver ..... es superior al normal y más pequeñas!Más",Restaurant,Attractive
52458,"Visita a Restaurante El lugar es muy lindo, la comida sin sabor. Fuimos a comer y aunque los precios son accesibles la comida es bastante olvidable. Nunca nos dieron pan de entrada y cuando nos trajeron los alimentos tuvimos que pedir la canasta de pan dos veces. Pedí el pulpo asado y no me gusto. ",Hotel,Restaurant
37936,"Cena, cerveza artesanal y jazz en vivo!! El lugar esta de lo mejor, ambientado de primera, el servicio es inmejorable, jazz en vivo y la cerveza artesanal que hacen esta para regresar... las alitas y el salmón riquísimos",Attractive,Restaurant
124361,"Adiós al stress Si quieren decir adiós a las tenciones y stress con el que vivos el día a día, deben ir.Definitivamente lo mejor de lo mejor, sin prisas, y toda la atención súper personalizada.",Attractive,Restaurant
108257,"Opinión El servicio y calidad del personal es excelente, podrían mejorar en los pequeños detalles ( hay partes descuidadas)  lo cual lo haría equivalente Vs el precio. La comida es buena, pero creo que podría mejorar con un poco de sal !Más",Restaurant,Hotel
63284,"¡Maravilloso! Si buscan pasar una noche tranquila, llena de música y buen ambiente, éste lugar es el indicado.Desde que entramos pudé notar que era un lugar diferente, al parecer era noche de jam, los músicos tenían a los clientes hipnotizados, todos estaban atentos a la música, la música no solo estaba de fondo como a veces sucede en otros lugares, aquí la gente iba a escuchar. El lugar es amplio y la iluminación cálida, hay una bicicleta colgada que da la ilusión de estar cayendo junto con una canasta con pan, lo cual me pareció muy divertido.Pedimos unos champiñones al ajillo y unas papas, ambas entradas muy ricas, desde mi punto de vista manejan buenos mezcales.El servicio muy bueno, las meseras sonrientes y amables.Volvería cada vez que me encuentre en Cholula.",Attractive,Restaurant
6302,"mal el costo beneficio Es un lugar bonito, pero es muy pequeño y por lo que cobran realmente no te dan nada, la tabla de quesos y carnes frías muy pequeña la ración y también muy costosa, el vino es bueno y el personal muy amable, pero inclusive por caminar 10 metros a llevarte la comida te cobran el 10% de servicio, no te dan opción, muy costoso por lo que ofrecen",Attractive,Restaurant
139758,"No comimos en el restaurante Es un hotel muy agradable, la comida en el restaurante era terrible y SUPER caro, hay opciones mucho mejores alrededor de palenque para comer, no pierda dinero en el restaurante. Bonitas piscinas y árboles bien. Las habitaciones son frescas y retro.",Restaurant,Hotel
181402,"Gran lugar Paramos aquí para tomar una bebida y disfrutar de las vistas. Este lugar es muy bien mantenido. Los jardines son impresionantes. Incluso la hierba es un hermoso verde. El personal es amable y trabaja duro. No comer, sólo visitamos el bar. Pero era hermosa. Salir...en el muelle y disfrutar de los muchos colores del agua. O saltar! Recomiendo encarecidamente!Más",Restaurant,Attractive
157714,"Que diversion  De las mejores experiencias aquí,la mejor vista,las mejores y felices persobas que te atienden y te ayudan en lo que necesites.  Grandes momentos que me llevare de  este viaje,pero de mis mejore recuerdos seran junto a unis grandes amigos que hice aqui,Adrian,juan,cristian,javi,gustavo, los cuales siempre estaran ahi para animar la fiesta. Grandiosa experiencia ",Hotel,Attractive
34306,"Del Concepto a la Ejecución  Exquisito. Garantía.

Ubicado frente la puerta 5 de acceso a las pirámides y detrás del museo de murales, cuenta con un amplio estacionamiento.

A la entrada, del lado izquierdo hay un área de juegos para niños que a mi gusto está retirado del comedor y...Más",Restaurant,Attractive
95999,Un excelente recorrido histórico  Definitivamente debes conocer esta hermosa hacienda y recorrerla de preferencia acompañado de un guía que te explique.  El restaurante en una opción aceptable y económica para concluir el paseo.  Lleva un suéter o chaleco ya qué hay partes muy frías al interior de los recorridos.  ,Hotel,Attractive
33879,"Altamente recomendado. El mundo viejo, entorno colonial. El servicio era agradable, eficiente y servicial. Conveniente explorar la pena de varios lugares, el Ek Balam ruinas, Rio Lagartos reservar, Coba la ruinas y por supuesto Chichen Itza. También un paseo de unos pocos bloques de un precioso cenote (Zaci) y un corto conduciendo a otros. ¡La comida es bastante buena. Bien vale la pena el precio. ",Hotel,Attractive
100900,"Una deliciosa experiencia! Este es un muy bien organizado, tomamos el que incluye el cava y degustación. No disgusta a todos! Disfrutamos Tequila que no nos dos veces! y lo haré la próxima vez allí (y no, no beber más de una oportunidad y una margarita, así que elegir el nivel de alcohol que quieras)",Attractive,Restaurant
195253,"Restaurante Marias En nuestras visitas al Restaurante Marias la emos pasado super bien. El ambiente es muy agradable. La comida esta super rica. Unos de mis favoritos son los taquitos de barbacoa, el chef Jorge hace una exelente comida y es muy hamable. Fue un gusto conocerlo y saber quien esta detras de esos platillos tan ricos. Los meseros son increibles tambien uno de nuestroa favoritos Jonathan, Luis, Jerry y mas. Siempre nos hacen pasar un buen rato. Definitivamente nos encanta volver.",Hotel,Restaurant
7292,"Fué mi primer stop porque es muyyyy bonita esta tienda! Si, realmente fué mi primera tienda en la que entré y compré botellitas de alcohol a muy buen precio, al igual que vainilla y velas de décoracion en lindos colores. En este establecimiento tambien puedes comer y tomar algo en su ambiente, elegante y sofisticado....Más",Restaurant,Attractive
32427,"Comida frente al mar Excelente atención , muy rica comida buenas porciones ,precio a lo que demanda el mercado ,buena atención. Por el personal  Excelente Limpieza de baños muy bien  Limpieza de mesas , alimentos frescos ,nos dieron a opciones de una bebida especial de casa muy rica  Meseros muy atentos",Hotel,Restaurant
148526,En la playa Saul y Jose Estrada eran los mejores servidores que hemos vistos en n nuestras vidas. Lleguen y pregunten por ellos. Las bebidas y la comida eras excelentes. Cuando llegue uno pregunte por ellos y tendrán un buen tiempo.,Hotel,Restaurant
168140,La mejor experiencia en playa del carmen Julieta nos convenció a quedarnos y nos tratos súper amable. El servicio fue impecable. Julieta es perfecta en el roll que tiene. Hizo todo en su poder para que nuestra experiencia fuera perfecta. Geyler y Jesús fueron muy atentos en todo. Vamos a regresar gracias...Más,Restaurant,Hotel
205846,Bello!  Lleno de historia y cultura! Recomendamos tomar el tour del tranvía y entrar a los túneles de las pirámides.,Restaurant,Attractive
63034,"En los detalles de diablo Un vino rojo en clima de fuselaje ancho 90 grados no sonido excepcionalmente refrescante, al menos no hasta que vi uno de los miembros del personal se dedica a Tulum hacia la playa con una copa de vino tinto con condensación emana del cristal. Me detuve para preguntarle si estaban sirviendo su vino tinto tranquilo, y cuando me dio la afirmativa pedí dos copas sin dudarlo.  Al día siguiente, estaba relajándose en la playa en ser propiedad de Tulum, y por primera vez, realmente no me quieren pedir cualquier cosa del menú; sólo quería un aguacate. No anticiparse a la bonita presentación de lonchas de aguacate, sal, patatas fritas, salsa ante mí. Lo que estoy tratando de implicar por mencionar es que ser Tulum se enorgullece en el que tan a menudo los puntos característicos, que",Hotel,Restaurant
117169,"ESPERIENCIA PLACENTERA El servicio en general fue muy bueno desde el área del restaurante que me atendieron muy bien hasta la camarera, pero el elevador era muy lento y no bajaba al estacionamiento, por lo que tenía que utilizar la escaleras para bajar.",Hotel,Restaurant
70679,"Excelente lugar! Ziggys es un excelente lugar, con una gran playa. Para usar reposeras/camastros hay que consumir 30USD por persona. Pero para las mesas no es necesario. Se come bien y la playa está muy bien ubicada sin demasiada gente que la transite. 
Excelente atención por parte...Más",Restaurant,Attractive
188741,"Preciosa hacienda Tuvimos brunch aquí y fue muy bueno. Un precio fijar brunch con 6 campos. mimosa ilimitado, hacen que este sea un domingo por la tarde relajante. El hotel es de 5 estrellas, pero la comida es probablemente 4. El servicio es detallada, pero no demasiado.Más",Restaurant,Hotel
102492,El restaurante favorito de Tlaquepaque San Pedro Tlaquepaque era conocido como la Villa Alfarera porque se dedicaba a la producción y venta de alfarería. Ahora se dedica a la actividad turística. Se ha transformado poco a poco para ofrecer al turista hermosos productos artísticos y artesanales así como hoteles y...Más,Restaurant,Attractive
180103,Maravilloso! Estábamos en la puerta de al lado y era muy conveniente en nuestro primer día y como resulta que comimos aquí durante nuestra estancia de 3 noche por no mencionar el servicio al área de la piscina del hotel T'u'ul. La comida era fantástica y...el personal es muy amable. Repasar tu español ya que encontramos todo el Yucatán no hablaba mucho inglés. Las mujeres están fabulosas! Un agradecimiento especial a Claudia como llegó al día siguiente en su día nos trae una fruta madura que estaba creciendo cerca de la piscina que no estaba madura. . . Zapote. En el Yucatán. En general. . Si te encuentras en Izamal. . . No te pierdas esta joya de bar Resto/& T'u'ul en la puerta de al lado. Gracias a todos en Zamna!Más,Restaurant,Hotel
10518,"Aparenta ser mucho mejor de lo que es. Buscando en Tequila una buena opción a la hora de la comida, decidimos por el que al parecer es el establecimiento más elegante de este pueblo mágico.
Sus instalaciones son agradables, cómodas y con un muy agradecible aire acondicionado, en el caluroso clima varaniego de...Más",Restaurant,Hotel
137774,"Buen precio  Una excelente opción sí solo vienes a pasar la noche a la isla y visitar lugares paradisiacos, de nuevo digo que me molesta que en algunos lugares nos quieran ver la cara, desilusiona para posteriores visitas, el manager nos atendió bien y abajo tenemos rola sus, así que huele delicioso el lugar ",Hotel,Restaurant
163786,"Excelente para hospedarte, excelente café y excelente servicio Me quedé dos días en Creel a inicios de Feb'17. Me dieron la habitación en el 3er piso, sencilla, con una cama king size, tv, buró con lámpara, mesa, calentador de gas para el cuarto, agua para beber, baño y todo lo indispensable como jabón,...Más",Restaurant,Hotel
60583,"Atención En nuestra visita de este año(estuvimos en Marzo del 2020) encontramos una lamentable diferencia en lo que respecta al servicio de gastronomía,en especial a la cena,decayó con respecto al 2020 la variedad de platos ofrecidos. Lo que si destacamos mucho es la atención de su personal en especial la camarera de playa Srta Ilse,,excelente su amabilidad y siempre atenta a nuestros requerimientos ,también agrego a Manuel ,Roberto de la cevichería y en general a todos los integrantes de mozos y realización de eventos  Nos encanta el lugar ,solamente la queja esta ,repito en la caída gastronómica  Igualmente volveremos",Hotel,Restaurant
99145,"Turismo en Tulum En nuestro viaje por la Riviera Maya visitamos las ruinas de Tulum y más tarde nos acercamos a playa Villa Pescadores, considerada la 4a mejor playa del mundo. Allí nos tomamos unas cervezas y un par de langostas. El trato fue excepcional por parte de un camarero muy amable llamado Gonzalo. Él nos explicó muchas cosas acerca de nuestro viaje, fue muy atento y el trato muy cercano.",Hotel,Attractive
123173,"Excelente Buen servicio, buenos precios, atención excelente de sus empleados, los baños y vestuarios limpios. Encima ubicado en una playa hermosa. Alquilan reposeras, camastros y mesas a muy buen precio. 2da vez que voy y siempre 10 puntos!!",Attractive,Restaurant
201392,Pura cultura mexicana Tlaquepaque es un barrio colonial lleno de edificios coloniales y sus calles adoquinadas. Podrás encontrar numerosos cafés y restaurantes. también podrás comprar numerosas artesanías de los lugareños.,Restaurant,Attractive
79549,"Alfredo Alfredo es un excelente elemento, hace de tu visita a San Cristóbal la cereza del pastel que necesitabas, casa lum es delicioso, el restaurante tiene un menú pequeño pero superior para paladares exigentes.",Hotel,Restaurant
117180,"cobros extras se cobran la propina a chaleco y te cobran por wi-fi hasta para el celular, falta un poco de mas luz, la comida es buena",Restaurant,Attractive
41526,"Un paraiso El lugar es espectacular , las vistas no tienen precio, el servicio es de lo mejor, Mariela y Orlando hacen que uno se sienta más que consentidos. La comida es gourmet y de altísimas calidad, además el chef de lo más atento y abierto a cambios en el menú, realmente un lugar 100% recomendable, sobre todo para la gente que busca privacidad, tranquilidad y un ambiente de lujo ecológico ",Hotel,Restaurant
124419,un restaurante original y al menos para conocerlo vale la pena una gruta bien adaptada para el servicio del restaurante que luce muy bonito e impresionante sin embargo el nivel de calidad que ofrece este restaurante deja mucho que desear ya que el precio que pagas no va relacionado al nivel de servicio que te ofrecen...Más,Restaurant,Hotel
133253,"Un día exquisito Me encantó pasar el dia en el Beach Club la vista a la laguna es hermosa y se mira el mar turquesa de lo lindo.
El Carpaccio de Cayo de hacho wow! una ensalada dulce exquisita. Mauricio un tipazo sin duda volveremos cada vez que...Más",Restaurant,Attractive
36421,"Tradición y Vanguardia en tiempos de Pandemía. La Pandemía tiene locos a todo el Mundo. El pueblecito tranquilo y acogedor, declarado como el Primer Pueblo Mágico del Yucatán, IZAMAL no se ha sustraído a esa maldición.  Casi todo está cerrando a las 8 de la tarde, como si el canijo virus de...Más",Restaurant,Attractive
121689,"Excelente Atención  Desde el tour por la fábrica, la Cava de la Familia y el fenomenal almuerzo con show de mariachis una excelente atención de su personal.Las instalaciones de la Hacienda son fabulosas, vale la pena tomarse el día para visitarla.",Attractive,Restaurant
88347,"One day pass Excelente servicio y muy amable, rapidez y muy bueno todo, comida, servicio y ambiente. Siempre atento y considerado. Los servicios muy divertidos y mucha variedad en comida y bebidas, la barra de mariscos también buena",Hotel,Restaurant
93932,"Pequeño y pintoresco Mi marido y yo volamos en un jueves y nos alojamos a lunes. Nos lo pasamos de maravilla. El personal era muy agradable y servicial. También nos encantó el tamaño de la propiedad. Las piscinas eran estupendas y los dos restaurantes en la propiedad eran realmente deliciosos. Lo único negativo para nosotros fue esto ... pedimos una botella de vino para mí en Le Metassage en la primera noche que llegamos. Yo no terminar el vino, pero nos dijeron que nos podría haber que en cualquier restaurante. Así que la siguiente noche nuevamente comimos en Le Metassage y nos trajeron la botella de vino que no estaba acabado de la noche anterior. Sólo tuve una copa y todavía había más vino. Así que el domingo cenamos en Casa Rolandi porque Le Metassage estaba cerrado. Pedí mi vino restante y me",Hotel,Restaurant
76392,"Hermoso Un hermoso  lugar, con un gran ambiente, comida muy sabrosa y variada, con un exelente servicio y muy amables. Una agua muy fresca y refrescante. Sobre todo la  gerente Fabiola, una exelente atención, muy amable.",Hotel,Restaurant
162626,"Anfitriones maravillosos y ofrendas. De vuelta a Rosa Sirena esta semana. Es uno de los restaurantes / bares más bonitos y con mejor ambiente de Isla Mujeres. Deborah y Willie son muy amables y agradables. Siempre buscando formas de hacer que tu velada sea especial. En medio de este...virus, ellos mismos trabajan duro para mantener a sus empleados trabajando y ganándose la vida. Todo es muy seguro y sus protocolos son perfectos. Tomamos excelentes bebidas y cócteles para comenzar la noche, incluidos algunos especiales sugeridos por Deborah y yo tomamos un Mucho Macho de Isla Brewing (una cervecera artesanal local). La cena estuvo acompañada de un gran dúo de clarinete y guitarra con voz. Varios estilos y tan buenos músicos. Mi esposa tenía el mero ennegrecido y yo, uno de los especiales de esa noche Surf and Turf. Un buen vino de Rioja de España hizo que la comida fuera muy especial. El cocinero se superó a sí mismo y Deborah incluso echó un excelente postre de tarta en la casa. ¡Nos sentimos realmente especiales! Volveremos pronto! Una noche agradable y una hospitalidad muy especial: haga un plan para llegar al bar y restaurante Palapa en la azotea de Rosa Sirena.Más",Restaurant,Hotel
127272,"Buena comida No me hospede, pero la comida es buena, buen servicio y a muy buen precio. Aquí mismo puedes acceder a paseos por la laguna, los cuales también son accesibles. El espectáculo visual es  maravilloso. Buen lugar para descansar y pasar unos días relajado",Hotel,Restaurant
95869,"Un hotel fascinante Desde el lugar con la hermosa vista de la laguna, el hotel, servicio y comida de primera calidad, muy recomendableMás",Restaurant,Hotel
123764,"Excelente lugar de escape y descanso El Hotel La Misión Loreto es un espacio que ofrece un gran servicio y  atención tanto en el personal de hoteleria como en su acogedor restaurante, el cual además de ofrecer una vista interminable de colores y paisajes, cuenta con una gran cocina, que logra armonizar una excelente mezcla de platillos y sabores, sin mencionar la excelente atención del equipo de meseros en especial de Alain y Erick quienes lograron hacer nuestra cena casi perfecta.",Hotel,Restaurant
77968,Domingo familiar Muy buena atención personalizada cordial tranquilidad su beach club perfecto para disfrutar de la vista al mar y buenas bebidas,Restaurant,Hotel
2493,"Ideal para pasar el día Ivan es lo mejor del Beach club!!!! La comida deliciosa y las bebidas super ricas! Tranquilo, agradable :)",Attractive,Restaurant
15594,"Impresionante lugar Estuvimos en grupo , para un cierre de un evento internacional, lo pasamos genial, el show puede mejorar, pero igualmente nos gustò mucho
el lugar es increíble y lo aprovechan muy bien",Restaurant,Attractive
6278,Excelente costo beneficio Estoy muy contenta con el servicio pues el personal  esta excelentemente calificado y su actitud hacia el visitante es muy cálida. La comida es deliciosa aunque siento que hizo falta un poco de variedad. Las bebidas fueron exquisitas y el restaurante italiano fue delicioso.  ,Hotel,Restaurant
109601,"Increíble!  Mi esposo se moría de ganas por manejar un todo terreno en el desierto, vimos los comentarios positivos que tenía en tripadvisor y más tarde la recepcionista de nuestro hotel también nos lo recomendaría. Estamos más que satisfechos con toda la experiencia, el recorrido, la vista, el equipo es de primera y Ryan es súper amable, te explica todo a la perfección. Gracias por darnos una gran aventura. ",Attractive,Hotel
186642,"Excelente calidad y variedad. Todo lo que tenía en Casa Rolandi era superior! El personal increíble lo hizo aún más agradable, y no hay nada mejor que las vistas!",Restaurant,Hotel
93394,Un lugar agradable para desayunos. Manati ofrece comida y cuenta con la única tienda de ropa y artesanías en Bacalar. Vale la pena visitarlo.,Restaurant,Attractive
163648,"CERRADO Estuvimos intentando ir y estuvo cerrado durante muchos días  y no pudimos comer. :( fuimos en 4 ocasiones, deberían de informar si aún funciona. O quitarlo de aquí.Más",Restaurant,Attractive
149660,"Muy lindo y acogedor  Probamos la cerveza artesanal y comimos botana de la misma que venden ahí, los precios bien venden buen café y pasteles es ideal para descansar y tomar una bebida después del recorrido por el jardín escultórico de edward James",Restaurant,Attractive
18346,"Peru Guadalupe hizo el mejor taco de mi vida, la comida estuvo espectacular! El servicio y la atención fue de 5 estrellas. Volvería con mi familia el ambiente, el servicio y atención es lo mejor . Todo lo que es parrilla con Guadalupe!",Hotel,Restaurant
131580,"Magico Un lugar super tranquilo para pasar con la familia, por las noches las calles son tranquilas, los restaurantes ofrecen un servicio excelente... simplemente MAGICO",Attractive,Hotel
151560,"Buena comida y hotel Me alojé aquí por una semana, y estaba muy contento con el hotel muy limpio, tranquilo, personal servicial. El restaurante es precioso y el. La comida es deliciosa - prueba el mason para el desayuno - sopa de huevos revueltos fue excesiva, pero cada plato...era excelente. Situado en la plaza de la ciudad, justo enfrente de la catedral. Esta es la ciudad más limpia que he estado en México, y es muy seguro. La historia es intrigante, explorar las catedrales, por dentro y por fuera - todos a poca distancia. Y no te pierdas la peluquería!Más",Restaurant,Hotel
140359,"La comida en el restaurante Si te gusta derroche, prueba el restaurante aquí también para una comida magnífica. Las vistas desde su mesa también son estupendas. theor. son varias opciones en el menú incluye algunos en salsa de vino.",Hotel,Restaurant
122602,"Lo ame Exelente vista y lugar paradisiaco (la mejor playa de toda la isla) la comida en la tarde fue deliciosa (la mejor!!), las hamburguesas preparadas al momento estaban deliciosas. Definitiva un lugar para visitar",Hotel,Restaurant
39796,"Excelente Servicio y todo muy amables Entras al lugar y desde el comienzo es una experiencia sorprendente  , tiene una vista súper linda de la Laguna ,el restaurante todo lo que probamos estuvo delicioso y el personal es muy amable , atentos y serviciales",Hotel,Restaurant
53766,Un buen lugar para visitar. Recomiendo este lugar ya que es la única cosa buena de Tulum,Attractive,Restaurant
177186,"Tour de amigos El lugar esta precioso, la alberca  se ve linda. Ojalá  la margarita esté  buena (gratis con el review). Los cuartos son muy lindos y cómodos. Hemos escuchado buenas cosas de la comida. Solo se escuchan los sonidos de los animales  y la selva.",Hotel,Attractive
40570,"Todo perfecto!!! Nos encantooó! Pasamos fin de año y todo estuvo perfecto, la atención ,la comida y  el ambiente!   No nos queríamos ir.!!    Vamos a regresar con unos amigos, nos encantó Michoacán ! saludos ",Hotel,Restaurant
73593,Ambiente y la comida impresionante Caminamos por la playa de nuestro hotel para dos horas felices y una cena. La comida y bebida. Un gran servicio. Hermosa propiedad y vistas al mar.,Restaurant,Hotel
183237,"Todo estuvo bien, relación calidad-precio también! El toque personal era muy bonita, esta experiencia es mucho mejor que el otro s haciënda. El el recinto podría haber sido más y el restaurante al aire libre estaba bien, pero los cojines en las sillas hubiera sido mejor,",Hotel,Restaurant
38889,"Buen Buffet Nos gusto, pero esperábamos más. Un poco alto el precio. Aún así lo recomendamos. Está a escasas cuadras de la plaza central.",Restaurant,Hotel
94465,"No pudimos entrar! Me encantaría volver a dar un válido crítica, pero intentamos conseguir en una semana pero no había disponibilidad hasta el jueves siguiente. Si quieres ir, reserve temprano! Como nos íbamos a la isla ese día, no para nosotros!",Restaurant,Attractive
